14042515,322
43782490,2898
32323396,2898
83671957,2898
112089620,2898
8502664,2898
12044430,2898
84308658,2898
20496874,2898
76653569,2898
62969962,2898
77939075,2898
36474235,2898
115588245,2898
43014216,2898
3453534,2898
86999991,2898
32103817,2898
87551900,2898
111302979,2898
79382929,2898
34235397,2898
53256777,322
53923009,2898
19973263,2898
75072196,2898
55565270,2898
81767124,2898
21863863,2898
6650124,2898
38674749,322
738066,2898
83677307,2898
75479809,2898
6733552,2898
72227349,2898
32675837,2898
75327143,2898
111840296,2898
92726551,2898
6842603,2898
106833332,2898
49887989,2898
17135112,2898
94552376,2898
27877919,2898
65540144,2898
107200889,2898
1911459,2898
117409196,2898
128619983,2898
22070197,2898
73180609,2898
81735262,2898
101637361,2898
16476410,322
48884241,2898
10204370,2898
91862708,2898
29662088,161
79114644,2898
12416572,2898
101019717,2898
20145574,2898
62861037,2898
74646698,2898
83032270,2898
88657831,2898
117993583,2898
62272357,322
69265758,2898
16497,2898
91384901,2898
34426339,322
110883675,2898
79528648,2898
37566633,2898
98267945,2898
85378688,2898
24030309,2898
103675950,2898
91853506,2898
97318910,2898
40965415,2898
1147167,2898
74746930,2898
11828606,2898
11631227,2898
112924030,126
106720212,2898
71577175,2898
98496935,2898
99718776,2898
21505337,2898
19076392,2898
100198292,2898
26363193,2898
75744373,2898
117163732,2898
71735516,2898
31411230,2898
85409885,2898
109870483,126
85345073,2898
40762269,2898
89849204,2898
132271979,2898
59681177,2898
119566812,2898
126909483,2898
62664413,2898
83287793,2898
2061776,2898
18201254,161
95163623,2898
12355252,2898
68178138,2898
72161658,2898
9863569,2898
60105803,2898
40880949,2898
90208180,2898
